user_id,group,device,pre_spend,converted,revenue
112,treatment,desktop,53.815851731620725,0,0.0
113,control,desktop,23.014306870611353,0,0.0
114,control,mobile,46.33141076068773,0,0.0
115,control,mobile,76.63745039685355,0,0.0
116,control,desktop,54.58206929152412,0,0.0
117,control,desktop,80.59433081935921,0,0.0
118,control,mobile,19.809841285908334,0,0.0
119,control,desktop,25.132813670357738,0,0.0
120,treatment,desktop,17.68737109656233,0,0.0
121,treatment,desktop,35.547236072479876,0,0.0
122,treatment,mobile,44.04654259899129,0,0.0
123,treatment,desktop,54.88267107189663,0,0.0
124,control,mobile,19.670160276679308,0,0.0
125,control,mobile,74.52560684860447,0,0.0
126,control,mobile,31.449813332760197,0,0.0
127,control,desktop,38.475066655879104,0,0.0
128,treatment,mobile,44.07444302179674,0,0.0
129,control,desktop,38.32745689889851,0,0.0
130,treatment,mobile,18.42368906053348,0,0.0
131,control,mobile,25.399000922528995,0,0.0
132,control,desktop,64.38227418676044,0,0.0
133,control,desktop,20.901389808743165,0,0.0
134,control,desktop,19.087713324669615,0,0.0
135,control,desktop,132.26130346865938,0,0.0
136,control,desktop,50.55319922056064,0,0.0
137,control,mobile,34.424272850059495,0,0.0
138,treatment,desktop,56.660385648371786,0,0.0
139,control,mobile,29.172605302555912,0,0.0
140,control,mobile,49.980771869574106,0,0.0
141,control,desktop,30.216507469188898,1,44.326280843727915
142,treatment,desktop,8.086389446333001,0,0.0
143,treatment,desktop,17.1151573716434,0,0.0
144,control,mobile,12.485627451717228,0,0.0
145,control,desktop,1.9271719523902797,0,0.0
146,control,desktop,46.94207961438342,0,0.0
147,treatment,mobile,36.642436711278236,0,0.0
148,treatment,mobile,52.93973837580709,0,0.0
149,treatment,mobile,17.698700207729622,0,0.0
150,treatment,mobile,11.168195533821537,0,0.0
151,treatment,mobile,51.064474152110115,0,0.0
152,treatment,desktop,55.92557990675661,0,0.0
153,control,mobile,7.272244119450115,0,0.0
154,control,mobile,68.0054001924897,0,0.0
155,control,desktop,52.25457418481396,0,0.0
156,control,mobile,43.742106497663585,0,0.0
157,treatment,desktop,19.259179336949494,0,0.0
158,treatment,desktop,29.643448293981113,0,0.0
159,control,mobile,20.648289187491443,0,0.0
160,control,desktop,7.884198204414366,0,0.0
161,control,mobile,4.337244894832764,1,150.4407884016053
162,control,desktop,64.38001784428748,0,0.0
163,treatment,desktop,6.059047995619827,0,0.0
164,treatment,mobile,66.97671931550776,0,0.0
165,control,desktop,41.81610184756921,0,0.0
166,treatment,desktop,17.09544611404219,1,9.226612397391039
167,treatment,mobile,8.219477924824488,0,0.0
168,treatment,mobile,51.14635507390037,0,0.0
169,treatment,desktop,6.32176490357646,0,0.0
170,control,mobile,7.3295405408089485,0,0.0
171,control,desktop,5.630478047845488,0,0.0
172,treatment,desktop,61.830100163299804,0,0.0
173,control,desktop,54.15492544224578,0,0.0
174,control,mobile,28.236452101570748,0,0.0
175,control,mobile,3.6633950071377748,0,0.0
176,control,mobile,41.34697432598529,0,0.0
177,control,mobile,26.75104023346906,0,0.0
178,control,mobile,49.55215233342517,0,0.0
179,treatment,mobile,39.749118818472965,0,0.0
180,control,mobile,53.65929733680629,0,0.0
181,treatment,mobile,19.67956781789129,0,0.0
182,control,mobile,81.60847136437067,0,0.0
183,control,desktop,40.9718632956058,0,0.0
184,control,desktop,19.615135281362235,0,0.0
185,treatment,desktop,101.3529644774932,0,0.0
186,treatment,mobile,44.33782578228466,0,0.0
187,control,desktop,9.002539997698104,0,0.0
188,treatment,desktop,45.43918718565094,0,0.0
189,treatment,desktop,24.562297446112915,0,0.0
190,treatment,mobile,15.658258628608293,0,0.0
191,treatment,desktop,44.5116429739111,0,0.0
192,treatment,desktop,25.432376658163992,0,0.0
193,treatment,mobile,73.68704354921866,1,18.547920836006053
194,treatment,desktop,33.354892113821855,0,0.0
195,control,mobile,23.32184071628044,0,0.0
196,treatment,desktop,75.25311135443846,0,0.0
197,treatment,desktop,37.86332287706264,0,0.0
198,treatment,mobile,52.48800045528036,0,0.0
199,treatment,desktop,76.04097245979028,0,0.0
200,treatment,desktop,54.1244793808971,1,126.815382795774
201,treatment,mobile,9.321348292413491,0,0.0
202,treatment,mobile,6.473863841672511,0,0.0
203,treatment,mobile,16.855078089652167,0,0.0
204,treatment,desktop,28.45958832419992,0,0.0
205,treatment,desktop,17.831192098762887,0,0.0
206,treatment,desktop,21.16734868336609,1,30.02114604683402
207,treatment,desktop,31.36354138193863,1,20.456805125432826
208,treatment,desktop,47.83162718470028,0,0.0
209,treatment,mobile,54.631648755591584,0,0.0
210,control,desktop,55.553344364009185,1,43.32377982869498
211,control,desktop,24.161835492663396,0,0.0
212,treatment,mobile,35.36066947160028,0,0.0
213,control,mobile,41.379121612184065,0,0.0
214,control,mobile,8.317568035529755,0,0.0
215,treatment,mobile,23.702850264378196,0,0.0
216,control,desktop,14.98758402687471,0,0.0
217,treatment,desktop,34.61272497578499,0,0.0
218,control,mobile,58.630428867104484,0,0.0
219,control,mobile,19.965717847267705,0,0.0
220,control,desktop,30.910030080845576,0,0.0
221,treatment,desktop,11.851010456866057,0,0.0
222,treatment,mobile,30.61975044306636,0,0.0
223,control,desktop,87.7937077913513,0,0.0
224,treatment,desktop,47.91844649447622,0,0.0
225,control,mobile,110.7022067761014,0,0.0
226,treatment,mobile,38.01250649428057,0,0.0
227,control,mobile,62.59610614595678,0,0.0
228,control,desktop,37.2967934954514,0,0.0
229,treatment,desktop,68.14729464478135,0,0.0
230,treatment,mobile,69.49972025821779,0,0.0
231,control,mobile,5.675447514723513,0,0.0
232,control,desktop,18.95274917063523,0,0.0
233,treatment,desktop,42.786548546614114,0,0.0
234,control,desktop,18.612955622687778,0,0.0
235,control,mobile,65.9111722942317,0,0.0
236,control,mobile,79.38806370392513,0,0.0
237,control,mobile,99.50862587801959,0,0.0
238,treatment,mobile,36.44123318786999,0,0.0
239,treatment,mobile,38.027319148711975,0,0.0
240,control,mobile,68.91305695827707,1,7.661761449113351
241,treatment,desktop,39.98676704295386,0,0.0
242,treatment,desktop,78.29746596236609,0,0.0
243,treatment,mobile,33.391226731267395,0,0.0
244,treatment,desktop,67.35499719536261,0,0.0
245,control,mobile,99.57405946297065,0,0.0
246,treatment,mobile,53.56176560276457,0,0.0
247,treatment,mobile,14.10238063106982,0,0.0
248,control,desktop,13.34846861628507,0,0.0
249,treatment,mobile,41.58599109541164,0,0.0
250,treatment,mobile,12.480640313936082,0,0.0
251,control,desktop,24.317989045442427,0,0.0
252,treatment,mobile,115.97545826818697,0,0.0
253,control,desktop,90.86330548163599,1,49.072513535515974
254,control,desktop,10.749275622489574,0,0.0
255,treatment,desktop,12.912945030132772,0,0.0
256,treatment,mobile,49.47443218091945,0,0.0
257,treatment,mobile,105.0642158548574,0,0.0
258,control,desktop,36.229738802620126,0,0.0
259,treatment,mobile,30.06459029078463,0,0.0
260,treatment,mobile,30.399656665303638,0,0.0
261,control,mobile,7.685391325305711,0,0.0
262,control,desktop,55.03399525793814,0,0.0
263,treatment,mobile,38.30773639189721,0,0.0
264,treatment,mobile,17.749699899500314,1,51.129982305699166
265,control,mobile,25.235778980211172,0,0.0
266,treatment,desktop,59.756243461393126,0,0.0
267,treatment,mobile,25.64109038511217,0,0.0
268,treatment,desktop,52.19125265837667,0,0.0
269,control,desktop,40.606559979568424,0,0.0
270,control,desktop,56.67128026688859,1,63.290594765167725
271,treatment,mobile,74.22124862026713,1,53.78340999785912
272,treatment,desktop,114.5969721670079,0,0.0
273,control,mobile,3.6623100947406915,0,0.0
274,control,mobile,23.447691789189975,0,0.0
275,control,mobile,24.66811500321027,0,0.0
276,treatment,mobile,30.642777240980106,0,0.0
277,control,mobile,13.248660917981734,1,100.53409293873212
278,treatment,mobile,61.87985494312508,0,0.0
279,treatment,mobile,40.21339815615747,0,0.0
280,treatment,mobile,39.13169548159071,0,0.0
281,control,mobile,10.399617218716333,0,0.0
282,control,desktop,36.080471420213776,0,0.0
283,control,desktop,21.005061652946935,0,0.0
284,treatment,mobile,35.90241582332298,1,77.74270450393541
285,treatment,desktop,32.02121329426641,0,0.0
286,control,desktop,24.064343793865376,0,0.0
287,control,desktop,27.37591153110328,0,0.0
288,treatment,desktop,33.88523899545789,0,0.0
289,control,mobile,25.534705032908484,0,0.0
290,treatment,desktop,23.86846227044807,0,0.0
291,treatment,mobile,41.28717715049017,0,0.0
292,control,desktop,111.23952450068488,0,0.0
293,control,desktop,27.288165671217627,1,88.75142790925236
294,treatment,mobile,92.53789724705442,0,0.0
295,treatment,desktop,7.311647075699886,0,0.0
296,control,mobile,25.64124063348967,0,0.0
297,control,mobile,16.54891740476172,0,0.0
298,treatment,desktop,45.261182406139866,0,0.0
299,control,desktop,7.359109081095485,0,0.0
300,control,mobile,22.8681535835308,1,85.27292074213302
301,treatment,mobile,11.91020260102421,0,0.0
302,treatment,desktop,5.906536900902465,0,0.0
303,control,desktop,40.24211179567061,0,0.0
304,treatment,desktop,72.49644361445408,1,98.96248611605814
305,control,desktop,57.35608905531581,0,0.0
306,treatment,mobile,12.197650729376834,1,30.39846380798149
307,control,mobile,61.2075936727717,0,0.0
308,control,desktop,6.93526245559858,0,0.0
309,treatment,mobile,29.13405279403586,0,0.0
310,treatment,mobile,33.540232514294274,0,0.0
311,control,mobile,15.824253637997705,1,45.683219185772614
312,treatment,mobile,41.8012261304947,0,0.0
313,control,mobile,53.89269528754071,0,0.0
314,treatment,mobile,27.47132514323522,0,0.0
315,treatment,mobile,54.73493477043509,1,19.33031163221925
316,control,desktop,170.0400807235204,1,52.93019974302666
317,treatment,mobile,21.40337503611523,0,0.0
318,treatment,mobile,39.101982408281565,0,0.0
319,treatment,mobile,20.236268286530436,0,0.0
320,control,mobile,13.574926620801783,0,0.0
321,treatment,mobile,12.466782402991878,0,0.0
322,treatment,mobile,25.275482526000694,0,0.0
323,control,desktop,26.587258943348523,0,0.0
324,control,mobile,69.92739098843,0,0.0
325,control,mobile,86.97965810815099,0,0.0
326,treatment,mobile,40.93254002629252,0,0.0
327,control,mobile,31.934978162959542,0,0.0
328,treatment,desktop,24.13181939393741,0,0.0
329,treatment,mobile,104.93885706651628,0,0.0
330,control,desktop,23.088198275523148,0,0.0
331,control,mobile,55.262250442504694,0,0.0
332,control,desktop,19.731861441756756,0,0.0
333,control,mobile,31.622209791307455,0,0.0
334,treatment,desktop,23.388999021051035,0,0.0
335,treatment,mobile,103.2234627351405,0,0.0
336,treatment,desktop,13.4271477384765,0,0.0
337,treatment,desktop,68.16506635844124,0,0.0
338,treatment,desktop,19.95566899710113,0,0.0
339,control,mobile,119.17626379189917,0,0.0
340,treatment,mobile,56.92263053359135,0,0.0
341,control,mobile,14.86365009072056,0,0.0
342,control,mobile,79.03870069835699,0,0.0
343,treatment,desktop,105.27781643192273,0,0.0
344,control,mobile,22.084879046543264,0,0.0
345,treatment,mobile,5.638032752953382,1,11.789086097524311
346,treatment,mobile,31.07273196132143,0,0.0
347,treatment,mobile,21.7412952563763,0,0.0
348,control,mobile,39.23798824917536,0,0.0
349,treatment,mobile,74.66831896877801,0,0.0
350,control,desktop,26.02729204907853,1,85.86435702268463
351,treatment,desktop,18.795531040821437,0,0.0
352,treatment,mobile,111.85210912349781,1,20.417314578659752
353,control,desktop,10.806196314532597,0,0.0
354,treatment,mobile,75.45779627451985,0,0.0
355,control,mobile,54.428644113882896,0,0.0
356,treatment,mobile,43.638017264007274,0,0.0
357,control,desktop,123.44888471075174,0,0.0
358,control,mobile,52.74341683502176,0,0.0
359,treatment,desktop,106.95977887407851,0,0.0
360,control,mobile,47.953007484693906,0,0.0
361,control,mobile,55.97398625984606,0,0.0
362,control,desktop,86.39941613715314,0,0.0
363,treatment,desktop,4.135782519584316,0,0.0
364,treatment,desktop,32.18583374104013,0,0.0
365,treatment,desktop,70.33490632518837,0,0.0
366,control,desktop,28.84493129675185,0,0.0
367,control,mobile,21.9468531079951,0,0.0
368,control,desktop,28.773041632379943,0,0.0
369,control,desktop,6.158027610525535,0,0.0
370,control,desktop,29.801441369761527,0,0.0
371,treatment,mobile,9.171731243635762,0,0.0
372,treatment,mobile,38.109727333541805,0,0.0
373,control,mobile,128.89291246562107,0,0.0
374,treatment,mobile,13.362168578684773,0,0.0
375,treatment,mobile,47.882221023101735,1,65.05000762764027
376,control,mobile,20.211783065343383,0,0.0
377,control,mobile,86.21029730277905,0,0.0
378,treatment,mobile,22.923192359418664,0,0.0
379,control,desktop,33.031671808485385,0,0.0
380,treatment,desktop,116.64987997219028,0,0.0
381,control,desktop,17.92166131219731,0,0.0
382,control,desktop,23.75134138115107,0,0.0
383,treatment,mobile,43.25270497053068,0,0.0
384,treatment,mobile,5.83004256267569,0,0.0
385,control,desktop,36.54961739030704,0,0.0
386,treatment,mobile,17.248427162212884,0,0.0
387,treatment,mobile,12.021913712546406,0,0.0
388,treatment,desktop,22.529709950067485,1,131.14990636378758
389,control,desktop,7.488982955636462,0,0.0
390,treatment,mobile,30.529751798804703,0,0.0
391,treatment,desktop,17.92958247547721,0,0.0
392,treatment,desktop,56.05246866243293,1,21.22310589982045
393,control,mobile,30.13744369368245,0,0.0
394,control,desktop,19.488047522998563,0,0.0
395,control,mobile,36.02678617036826,0,0.0
396,control,mobile,19.229738644178628,0,0.0
397,treatment,mobile,46.839377294189674,0,0.0
398,control,desktop,5.582237965222184,0,0.0
399,control,desktop,5.989725471662659,0,0.0
400,control,mobile,39.082549803123875,0,0.0
401,control,desktop,9.880088582242873,1,74.13263618129417
402,control,desktop,6.458287767823808,0,0.0
403,control,mobile,47.547904734309284,0,0.0
404,control,mobile,44.262328832851125,0,0.0
405,control,desktop,40.80415971910569,0,0.0
406,treatment,desktop,79.02655795971096,0,0.0
407,treatment,mobile,34.01275848224843,0,0.0
408,control,mobile,11.337181475716774,0,0.0
409,treatment,desktop,17.27929320149981,1,74.970920314956
410,treatment,desktop,12.546590266754269,0,0.0
411,treatment,mobile,15.234608474766524,1,38.84082573588139
412,treatment,mobile,17.324314600610045,0,0.0
413,control,desktop,2.7215891177739286,0,0.0
414,control,desktop,35.28451108976645,0,0.0
415,treatment,mobile,17.36502931211288,0,0.0
416,control,desktop,18.241400935758676,0,0.0
417,treatment,desktop,40.54522131722099,0,0.0
418,treatment,desktop,16.429335109783324,1,9.353122210738857
419,control,mobile,101.86495629768055,0,0.0
420,treatment,mobile,29.316120654749895,0,0.0
421,control,mobile,49.5387140170676,0,0.0
422,treatment,desktop,13.587696652649184,0,0.0
423,treatment,mobile,46.48525958702705,0,0.0
424,treatment,mobile,55.72249074907161,0,0.0
425,treatment,mobile,14.714532761337988,1,53.9552676976228
426,treatment,mobile,40.59722578463608,0,0.0
427,treatment,mobile,6.653276581992698,0,0.0
428,control,mobile,27.1501805985972,0,0.0
429,treatment,mobile,71.98960197211682,0,0.0
430,control,desktop,29.016358810439662,0,0.0
431,treatment,mobile,71.02507081974865,0,0.0
432,control,desktop,16.720162585209415,0,0.0
433,treatment,mobile,31.332233637227915,0,0.0
434,treatment,desktop,16.296948176503815,0,0.0
435,control,desktop,12.622168759093471,0,0.0
436,control,mobile,14.759819472510863,0,0.0
437,control,mobile,66.74220880685903,0,0.0
438,treatment,desktop,32.10699967262592,0,0.0
439,control,mobile,69.28390334088877,0,0.0
440,treatment,mobile,75.38883659852546,0,0.0
441,control,mobile,16.429886282529313,0,0.0
442,control,mobile,23.04126164892012,0,0.0
443,treatment,mobile,5.606944841364553,0,0.0
444,control,mobile,30.98649144523039,0,0.0
445,control,desktop,23.688036854621622,0,0.0
446,treatment,desktop,15.020997751145845,1,104.61485029992168
447,control,mobile,16.761807217076434,0,0.0
448,treatment,mobile,18.150143655869737,0,0.0
449,treatment,desktop,45.9607703842062,0,0.0
450,treatment,desktop,32.125115517722904,0,0.0
451,control,desktop,21.89867573384951,0,0.0
452,treatment,mobile,30.792449994101972,0,0.0
453,control,desktop,15.890078404865895,0,0.0
454,treatment,mobile,106.9703256182796,0,0.0
455,treatment,desktop,41.873998450223695,0,0.0
456,control,mobile,19.560579212887475,0,0.0
457,control,mobile,66.74092225878411,1,43.25470247153328
458,treatment,desktop,21.246280924551915,0,0.0
459,control,desktop,25.1591657741068,0,0.0
460,control,mobile,54.87911466441747,0,0.0
461,treatment,desktop,42.205032169485946,0,0.0
462,control,desktop,50.483133042431014,0,0.0
463,control,mobile,7.47672227902283,0,0.0
464,control,desktop,13.156300095363704,0,0.0
465,control,desktop,31.141482939664705,0,0.0
466,control,desktop,83.56492860438804,0,0.0
467,control,desktop,103.0000946294848,0,0.0
468,treatment,mobile,18.536536471413864,0,0.0
469,control,desktop,35.59706203691695,0,0.0
470,control,desktop,54.27810523089449,0,0.0
471,treatment,desktop,37.55413503941461,0,0.0
472,treatment,mobile,47.000514592882624,0,0.0
473,treatment,desktop,42.06740941081938,0,0.0
474,treatment,desktop,3.9718016602515305,0,0.0
475,treatment,mobile,53.522388694048786,0,0.0
476,treatment,desktop,29.10386007425895,0,0.0
477,control,desktop,55.33681435645099,0,0.0
478,treatment,mobile,38.03148058499617,0,0.0
479,treatment,desktop,54.048176275312166,0,0.0
480,control,mobile,7.585962059209363,1,59.716442837356844
481,treatment,mobile,68.84333815601421,1,123.55984338321451
482,treatment,mobile,35.285106259600504,0,0.0
483,control,mobile,56.92513827427804,0,0.0
484,treatment,desktop,75.21363724100938,0,0.0
485,treatment,desktop,21.191474979850273,0,0.0
486,treatment,mobile,39.750179313096666,0,0.0
487,treatment,mobile,14.13073313928946,0,0.0
488,treatment,mobile,15.449645672762955,0,0.0
489,treatment,mobile,28.173845661189002,0,0.0
490,treatment,desktop,24.071604265101886,0,0.0
491,control,desktop,39.17797933311357,0,0.0
492,control,mobile,24.863584895953057,0,0.0
493,control,desktop,31.65980079395561,0,0.0
494,control,mobile,17.725528000832767,0,0.0
495,control,desktop,5.838584445333115,0,0.0
496,control,mobile,74.33574524016788,0,0.0
497,treatment,desktop,10.561099264402483,1,75.72652409422533
498,treatment,mobile,63.88109084709208,0,0.0
499,treatment,mobile,18.20060466210816,0,0.0
500,control,desktop,42.30137683341119,0,0.0
501,control,desktop,20.123643155921016,0,0.0
502,treatment,desktop,49.93254226210793,0,0.0
503,treatment,desktop,14.741884977315845,1,19.424259645011922
504,control,desktop,26.33237598628877,0,0.0
505,control,mobile,96.4786632329548,0,0.0
506,control,desktop,42.33745016324885,0,0.0
507,treatment,mobile,45.289797821272614,0,0.0
508,treatment,desktop,24.183321871730257,0,0.0
509,control,mobile,21.289378077994492,0,0.0
510,control,mobile,61.132475499638446,0,0.0
511,treatment,mobile,50.995757745958315,0,0.0
512,control,mobile,30.083533954068123,0,0.0
513,treatment,mobile,86.29573789656762,0,0.0
514,treatment,mobile,40.97212275035833,0,0.0
515,control,desktop,46.445794020989254,1,231.6311334268367
516,treatment,desktop,20.87050631008589,0,0.0
517,control,desktop,23.087943474996962,0,0.0
518,treatment,mobile,26.31374249600974,0,0.0
519,treatment,mobile,77.05101861470784,0,0.0
520,control,mobile,26.96953096623473,0,0.0
521,control,desktop,33.41838303134816,0,0.0
522,control,mobile,50.83470381283044,0,0.0
523,control,mobile,32.10326791214981,0,0.0
524,control,mobile,6.050429791307331,0,0.0
525,control,mobile,54.80945496254293,0,0.0
526,control,mobile,15.892403549464793,0,0.0
527,treatment,mobile,24.7113044273797,0,0.0
528,control,desktop,54.309354084123704,0,0.0
529,control,desktop,85.9760047150351,0,0.0
530,treatment,mobile,27.084385859029076,0,0.0
531,control,desktop,48.365856350810176,0,0.0
532,treatment,desktop,71.351256650039,0,0.0
533,treatment,desktop,74.10896024679182,0,0.0
534,treatment,mobile,20.380447917753663,0,0.0
535,control,desktop,55.34080878503506,0,0.0
536,treatment,desktop,29.60039974331179,0,0.0
537,treatment,desktop,9.635361011528554,0,0.0
538,control,desktop,54.94513889444134,0,0.0
539,control,desktop,18.642287841085547,0,0.0
540,control,mobile,74.09501828484625,0,0.0
541,treatment,mobile,101.2232279797393,0,0.0
542,treatment,mobile,52.85988710672329,0,0.0
543,control,desktop,62.360274587965215,0,0.0
544,treatment,mobile,11.277888165000569,0,0.0
545,control,mobile,15.439320238994632,0,0.0
546,control,desktop,19.686417874306446,0,0.0
547,treatment,desktop,22.48229460002682,1,62.8204034518615
548,treatment,desktop,29.307484715706316,0,0.0
549,control,mobile,22.912391118348122,0,0.0
550,control,desktop,22.564258699865363,0,0.0
551,control,mobile,11.998625888534015,0,0.0
552,treatment,desktop,13.654217193595972,0,0.0
553,treatment,mobile,72.28764545593751,0,0.0
554,treatment,desktop,4.811257075025067,1,154.4636466058337
555,control,desktop,15.51934699919265,0,0.0
556,control,desktop,34.70561388381406,0,0.0
557,control,desktop,59.86398083290566,0,0.0
558,treatment,mobile,35.687742407882524,0,0.0
559,control,desktop,47.640156809966214,0,0.0
560,control,mobile,9.286364749392733,0,0.0
561,treatment,mobile,40.33382382895164,0,0.0
562,control,mobile,53.33965192272818,0,0.0
563,control,mobile,21.191136071872066,0,0.0
564,treatment,mobile,50.8349697237514,0,0.0
565,control,mobile,37.03178173322867,0,0.0
566,treatment,mobile,33.021851776641576,0,0.0
567,control,mobile,21.99769539262741,0,0.0
568,treatment,desktop,81.82689609346342,0,0.0
569,control,mobile,35.721313997126046,0,0.0
570,control,desktop,58.7512315760054,0,0.0
571,control,desktop,58.30857965958107,0,0.0
572,treatment,mobile,17.807071613759405,0,0.0
573,control,mobile,54.80488400937869,0,0.0
574,control,desktop,107.72524795996523,0,0.0
575,control,mobile,9.329702456878756,0,0.0
576,control,mobile,41.75571763341583,0,0.0
577,treatment,mobile,48.269995717509666,0,0.0
578,treatment,mobile,27.159609018095683,0,0.0
579,control,desktop,13.50610873210513,0,0.0
580,treatment,desktop,49.50244708513957,0,0.0
581,control,mobile,17.270172953310738,0,0.0
582,treatment,desktop,65.30260147305572,0,0.0
583,treatment,desktop,30.34604790244441,1,13.989010415619134
584,control,desktop,70.7788982770728,0,0.0
585,control,mobile,21.87181025303306,0,0.0
586,control,desktop,44.25247055607426,0,0.0
587,control,mobile,39.58376027024881,0,0.0
588,treatment,desktop,62.87387528863852,0,0.0
589,treatment,mobile,46.52555237926638,0,0.0
590,treatment,mobile,23.38359636553346,0,0.0
591,treatment,mobile,25.12706683948279,0,0.0
592,control,mobile,77.95328402464466,0,0.0
593,control,mobile,93.39795441867867,0,0.0
594,control,mobile,46.64535162008808,0,0.0
595,treatment,desktop,26.6331066148981,0,0.0
596,control,mobile,37.87197070520247,0,0.0
597,treatment,desktop,57.719758509773726,0,0.0
